Gene,MCF10A_1percent,MCF10A_20percent,MCF12A_1percent,MCF12A_20percent
DCAKD,306.9997,100,188.00001,541.99949
DCBLD1,344.16004,91.17333,76,641.06427
DCBLD2,2100.19495,397.00507,602.33416,2258.65902
DCD,2,0.946271,0,1
DCDC1,2.07025,1.00549,0,3.01662
DCDC2,0,0,0,0
DCDC2B,4.51976,1.52211,0,5.91673
DCHS1,13.8569,0,1,0
DCHS2,1.10242,1,0,1
DCK,121.99993,56.2098,68,161.9996
DCLK1,37.13964,1,2.03165,12.002412
DCLK2,7.000004,0,0,2
DCLRE1A,106,43.00002,26,273
DCLRE1B,87,46,20.99995,161.0002
DCLRE1C,84.00544,25.017684,6.000001,98.29334005
DCN,483.1396453,119,19.22107,60.000051
DCP1A,411.169716,69.17039,142.52533,289.6701158
DCP1B,87.99997,17.999964,66.00001,226.00038
DCP2,367.99951,87.00002,179.99957,433.12426
DCPS,193.9995709,98.00003,45.00003,259.99973
DCST1,4.16649,2,4.30724,11.23946
DCST2,9.999999,0,11,17
DCTD,737.0005065,315.99983,297.9999,784.00023
DCTN1,1639.995112,439.0001284,649.00078,2178.997157
DCTN2,1209.99935,387.769938,840.44,2085.26934
DCTN3,463.00035,161.00023,427.00045,812
DCTN4,1534.00409,335.0004,366.00051,1140.0002
DCTN5,534.10539,244.13656,354.32339,1297.21639
DCTN6,301.08927,119.73825,87.99996,256.99962
DCTPP1,264.84064,273.9998048,92.00001886,725.95681
DCUN1D1,271.00086,93,178.99996,702.0002387
DCUN1D2,83.32752,40.09322803,38.99999,168.3885494
DCUN1D3,314.5534,43,111,191.7078
DCUN1D4,423.8007434,88.000012,81.000071,322.00027
DCUN1D5,421.99965,261.99952,83.00001,451.99977
DCXR,291.00007,184.00002,295.0005032,590.000427
DDA1,431.16946,178.0003,442.04352,723.46798
DDAH1,48.00001004,55,2.9999965,6.0000021
DDAH2,105.999935,14,74.99992,96.00002
DDB1,2888.99134,1280.95649,1016.20342,3889.33555
DDB2,678.99943,164.99998,276.30753,560.00403
DDHD1,173.87268,68.40354567,71.95844718,220.54802
DDHD2,840.33061,166.0411007,187.673509,411.7139511
DDI2,453.21554,183.94577,140.112,1104.51822
DDIAS,33.00004,33,8.999999,98.00002
DDIT3,124,17,66.99993347,209.7125
DDIT4,21236.0372,2768.54495,42769.897,11157.7152
DDIT4L,8,1.999999,1.999999,4
DDN,4.57528,6.21117,20.4782,123.381
DDO,2,0,1,2
DDOST,2639.45242,881.769,1380.737,3005.11138
DDR1,3371.996917,779.99932,2775.998074,6225.00856
DDR2,37.000011,4,24.99996661,16.00002
DDRGK1,708.9999,267.99954,248.0002,782.99978
DDT,839.9543225,435.04822,500.74306,850.0284
DDTL,40.046,16.952,5.25688,72.9713
DDX1,1047.99938,454.00071,244.99982,1869.00071
DDX10,251.11633,124.0001703,65.00004,497.8101
DDX11,418.37944,184.074851,189.49568,775.55531
DDX12P,32.9664,14.9169,28.2089,57.6716
DDX17,5900.00217,1217.99978,1308,4885.00024
DDX18,667.13081,289.09866,165.6837,1462.49696
DDX19A,213.82897,158.36409,66.6045783,649.3125783
DDX19B,222.1836411,77.11666,80.49505,427.16052
DDX20,99.00003,96,3,223.0003
DDX21,2207.9962,1034,1211.0023,6791.996
DDX23,823.0144,456.00049,290.00032,1110.031914
DDX24,972.51765,415.3165546,403.000184,1651.4523
DDX25,0,0,1,3.026595
DDX27,533.99944,209.05846,101.9870402,932.7721
DDX28,56.596,70,0,300.263
DDX31,219.586229,92.31086,38.7818274,522.40185
DDX39A,476.00038,313.99984,266.9998996,1292.99669
DDX39B,2911.68957,1184.371632,904.254131,3997.6455
DDX3X,2840.58508,927.0003446,1193.10019,4271.998756
DDX41,1062.00016,327.999613,432.000235,989.9997851
DDX42,1352.00048,445.9997901,188.1116529,1752.996346
DDX46,925.97234,492.00075,444.864,976.2308
DDX47,470.64648,175.79944,177.82176,743.99981
DDX49,412.9995344,176.00034,237.00031,930.00059
DDX5,3350.25843,2038.99677,1490.29293,7738.47192
DDX50,673.88218,187.99972,350.9883,816.87548
DDX51,136.15139,96.37893003,40.03887,332.68088
DDX52,349.10149,139.32357,40.96156,514.497532
DDX54,1514.00006,577.68544,952.00018,2425.221544
DDX55,206.517905,109.04713,38.300851,461.13746
DDX56,553.00034,318.000186,117.000041,1516.00046
DDX58,109,55,17,176
DDX59,335.01571,78.9999895,74.00002,228.31208
DDX6,1830.17858,367.00042,811.55008,2442.79254
DDX60,137.00033,32.00002961,27.000026,161.00017
DDX60L,117.307249,25.9999963,16.999998,127.1286
DEAF1,400.04429,146.000435,76.99998,256.99992
1-Dec,21,0,7,12
DECR1,719.17299,235.7995947,590.9719917,1601.57005
DECR2,289.45386,125.00004,77.88357,302.195964
DEDD,548.0741,198.043683,115.5207681,490.49588
DEDD2,402.99966,122.99998,290.00023,400.99964
DEF6,255,76.99996,156.99987,535.99963
DEF8,347.000407,168.0000063,244.9999809,650.00033
DEGS1,1210.85989,554.77165,251.5572,943.9942
DEGS2,0,0,0,3
DEK,1619.9946,682.00025,1101.99998,2447.99774
DENND1A,454.716,126.99993,224.00049,535.99978
DENND1B,212.00002,48.99997544,33.00001,211.306852
DENND1C,117,20.99995,39,83
DENND2A,26.11302472,4.08265,3.00284,4.10006
DENND2C,149.2189501,23.57341,55.975184,199.8000806
DENND2D,53,19.000007,9,118.00008
DENND3,416.7850149,73.00005,123.0287918,219.0083651
DENND4A,322.26858,83.999939,42.9999897,556.9995
DENND4B,409.00033,207.99962,237.99974,871.999948
DENND4C,913.218,142.5332,761.865209,1100.932962
DENND5A,715.00014,141.99971,150.99995,423.000644
DENND5B,329.2274,62.00003,78.999995,230.0798
DENND6A,327.90145,108.99998,51.046759,296.24143
DENND6B,55.45483,14.00002,8,28.0434
DENR,640.39444,293.00042,254.00012,1205.19616
DEPDC1,597.2053,143.20253,232.8278,311.04417
DEPDC1B,154.0002,87,103.00048,196.00007
DEPDC4,5.00882,2,1.999998,8.124519
DEPDC5,140.0004809,54.0000245,29.000053,206.8325797
DEPDC7,21.99999,11,17.00001,104.99997
DEPTOR,23.8358,10,1,50.853584
DERA,329.99961,111.9999,241.0002111,521.9996
DERL1,1052.547,398.8572,749.382,1564.003
DERL2,291.93817,83.99997,94.84692,339.115441
DERL3,2,0,0,0
DESI1,592.00018,261.99991,219.99993,1099.00266
DESI2,1356.0007,405.99977,913.99987,1182.99936
DET1,69.02092,16,8,52.00002
DEXI,236.46208,97.50708,66.55994,337.36383
DFFA,500.0287,188.9705,137.66465,1396.77331
DFFB,73.036,32.00002,7.31864,132.18735
DFNA5,600.99992,158.00006,344.99977,1471.00032
DFNB59,25.99999,3,4,22.99995
DGAT1,482.23359,204.10604,231.06667,683.9345
DGAT2,89.99999,50.99995,5.999991,124.557781
DGCR14,265.88299,74.9999,43.00003,216.00024
DGCR2,1164.99974,308.00037,410.9997,1161.996601
DGCR6,21.552795,12.55264,19.942912,70.2711
DGCR6L,186.14882,109.8184,101.25129,248.89995
DGCR8,217.999977,140.99952,39.99997,512.999776
DGKA,1570.768751,362.9270058,427.0004673,1975.65231
DGKB,4.50012,0,0,0
DGKD,797.561673,141.2257105,156.13349,531.0005082
DGKE,119.11915,41.07362,33.999971,152.21089
DGKG,5.17989,1,3.16028,7.99999
DGKH,550.91293,92.0181,168.6174,528.2251
DGKI,2.000005,0,0,0
DGKQ,139,91.00003,62,247.00025
DGKZ,511.0013097,330.00017,288.0156,1162.24155
DGUOK,405.9687976,179.00029,199.000134,546.9171
DHCR24,5968.520901,2197.000002,1617.5405,8229.829603
DHCR7,3465.002332,755.99965,672.0005244,1400.000287
DHDDS,171.2008773,49.000013,35.99999255,421.9899095
DHDH,4,1,9,8
DHFR,372.7914065,278.3561093,142.58761,555.6864485
DHFR2,37.99999002,7,6.000001017,129.8526519
DHODH,61.2633,49.99996,17.626125,261.78645
DHPS,914.25067,274.00015,434.00042,932.000452
DHRS1,374.15068,135.04,169.000015,583.411096
DHRS11,29.158016,29.99998,26.99996,155.09342
DHRS12,78.00003,19.99999,9,63.99993
DHRS13,79.29583,58.93959,16.36757,146.6993
DHRS2,5.999997707,3.000005,4.000000038,32.00004
DHRS3,1623.99749,196.00029,1175.99931,1635.99589
DHRS4,173.70089,64.02196,90.90836,263.35975
DHRS4-AS1,157.52739,50.3803,39.54033,346.8187
DHRS4L1,0,0,1.26726,3.187121
DHRS4L2,136.35894,52.59774,54.1856,177.63448
DHRS7,557.15128,175.89085,311.588587,830.03699
DHRS7B,74.00212,49.0000105,30.00005113,143.2587901
DHRS9,3,0,3.000000028,12.00063
DHRSX,297.55968,88.25581,62.838862,137.322971
DHTKD1,508.16359,201.27834,325.99952,402.94519
DHX15,1972.995724,797.99979,587.99973,1679.00364
DHX16,312.00004,150.00046,230.0001,769.0002
DHX29,245.00015,122.00027,125.99953,557
DHX30,664.00103,397.7315266,145.4462737,1183.99967
DHX32,462.7643,178.444,366.11478,848.99543
DHX33,389.2047,208.9996987,65.01291,936.076856
DHX34,221.99983,125.99968,26.99996,528.0004
DHX35,45.02008,39.00547,40.00879629,264.02734
DHX36,467.112423,202.000058,119.953386,1139.97055
DHX37,422.74917,186.99993,104.000069,955.9991
DHX38,583.02978,216.999969,311.2669,963.5013663
DHX40,685.64747,153.686397,307.48741,758.79264
DHX57,201.00234,92.99994,26.089351,339.21189
DHX58,12.99999595,1,8.000008,120
DHX8,423.00035,263.03912,219.00014,1183.0171
DHX9,1133.005,772.9996861,587.00001,3291.996142
DIABLO,270.27901,120.00008,100.2424723,591.7181396
DIAPH1,3575.001595,1069.0001,1855.99736,4601.99549
DIAPH2,556.7688,106,162.481,306.4263
DIAPH2-AS1,4,0,2.4269,1
DIAPH3,334.0004427,117.9999195,250.0035,283.99997
DICER1,624.0004256,183.0000203,152.000368,1226.000256
DIDO1,738.9999013,321.9997091,135.999979,1245.99951
DIEXF,718.5721,248.0814,33.2947,914.6466
DIMT1,450.00044,163.99961,167.00012,927.0002
DIO1,1,2,1.999997,1.999997
DIO2,2,3.000002,1,1
DIP2A,677.2647598,150.0352249,121.372805,490.461549
DIP2B,918.0005,224.0003,447.00022,1155.9697
DIP2C,25.00193106,1,21.00003146,5.000000033
DIRAS1,6,1,17,30.000028
DIRAS3,0,0,0,2
DIRC2,163.0003,70,144,618
DIS3,707.766,214.5592,238.7788,1074.07
DIS3L,279.02379,247.2795732,43.07481,413.99996
DIS3L2,212.71609,92.9999272,50.02397,236.28114
DISC1,85.7335076,8.999995423,3.8482,9.01387
DISP1,120,35.00004,5.447879,85.54114
DISP2,55.63815,21.021676,15.756713,92.930614
DISP3,10,1,1,0
DIXDC1,691.00005,109.99998,66.99996,277.8012939
DKC1,692.095725,378.00038,141.99997,1390.01208
DKK1,380.99976,429.9998,36.00004,378.99997
DKK3,2.999998,3.000000184,135.9999606,696.99993
DKK4,0,0,9,15
DKKL1,1.999999564,0,1,2
DLAT,783.00036,347.9996,249.0002,1202.999
DLC1,115.000022,45,16.99998889,83.5509
DLD,742.0007169,364.99957,488.99966,2180.00135
DLEC1,1.999996,0,2,5.64985295
DLEU1,176.430362,61,100.0738852,231.21281
DLG1,833.75431,226.2383534,537.999514,1878.62415
DLG2,5,0,2,6
DLG3,503.99955,83.99995,77.00003,223.99953
DLG4,358.00011,38.99996508,17.000001,29.00003
DLG5,5491.46619,1582.14326,1426.34285,5103.5604
DLGAP1,3.47447,1,4,10.99999881
DLGAP3,6,3,2,3
DLGAP4,1013.99928,207.99998,480.0007423,938.865694
DLGAP5,601.0004,242.9996,545.0009,502.00021
DLK2,290.5255,122,96.00984,456.9996
DLL1,16.99997,35.99996,12,328.9999
DLL3,28.00001,11,8,38
DLL4,0,1,1,1
DLST,1304.998437,476.98573,413.845127,1711.035686
DLX1,15.00000874,6.000004,2,2
DLX2,7,1,4,20
DLX3,0,0,0,2.000002
DLX4,24.00002,3.000003,18,31.00004
DLX5,0,0,0,3
DLX6,0,0,4,14
DMAP1,195.26031,81.99995,52.15392,293.09739
DMBT1,265,30.99999,74,93.00000007
DMBX1,3.00195692,0.99999956,4.0000021,2.3758965
DMC1,0,6.20301,2,0
DMD,218.6836767,59.00005,78.99999,264.3617526
DMGDH,2,0,1,5
DMKN,761.9995697,240.9999802,545.0003152,1174.999875
DMPK,416.676252,76.460938,322.91608,620.866339
DMRTA1,8,0,1,4
DMRTC1B,0,0,0,0
DMTF1,624.4479247,108.9999426,163.59823,528.65442
DMTN,380.0000089,94.99999067,76.00001,261.99996
DMWD,297.41246,109.08083,253.00531,700.15619
DMXL1,932.00061,145.0003533,189.000078,522.99948
DMXL2,613.7983753,96.00002006,109.99994,341.0073288
DNA2,78.9999964,57.00003,62.99999,232.81757
DNAAF1,6.11133,1,1.660241,9.907914
DNAAF2,100,52,6,244
DNAAF3,42.8820983,6.64516,22,65.26377
DNAAF5,479.90991,209.08514,201.68203,1059.63859
DNAH1,41.99996087,14.00000029,3.000001429,64.00009
DNAH10,12.13856,1.49026,1,3
DNAH10OS,15.9002,8.51379,1.00015,3.00013
DNAH11,102.9596404,2.10301,5.137112,6.22186479
DNAH12,7.000004,0,0,2
DNAH14,99.1031,53.00001608,40,162.0020401
DNAH17,11.047668,4.000001,2.0206,26.049854
DNAH2,14.06574,6.06957,12.0429,39.99997
DNAH3,2.00175,2,1,0
DNAH5,9,1.999996,3.999999,12
DNAH6,4.000002071,2.000000216,0,5.000000712
DNAH7,10.000005,1.525215,1.00664,5
DNAI1,1,0,1,2.000001
DNAJA1,706.99974,537.99972,753.00032,3135.00271
DNAJA2,676.01722,252.51303,398.9997,1322.65451
DNAJA3,563.78028,331.00041,299.043376,1734.606659
DNAJA4,4.999999831,2,2,23
DNAJB1,1247.035453,399.9996,2333.06515,2651.00414
DNAJB11,310.10596,212.00757,333.4842,816.3432
DNAJB12,985.999,369.9996,252.00024,1777
DNAJB13,4.00052,1,0,4
DNAJB14,406.9907,82.000015,133.1488817,333.003376
DNAJB2,415.0001275,59.000067,451.9995286,398.99996
DNAJB4,205.99964,48.99999,142.00007,166.55592
DNAJB5,54.86862,26.99997,42,45.99997
DNAJB6,1166.666465,322.0188,984.000529,2429.12673
DNAJB7,0,0,0,1.17631
DNAJB9,210.0003,36.00001,54,160.3511
DNAJC1,546,142.99992,135.999791,240
DNAJC10,1117.56071,439.508,422.52492,1527.08491
DNAJC11,475.272894,296.86468,118.635784,1328.00056
DNAJC12,12,6,1,8
DNAJC13,1015.99687,270.99961,294.35271,1252.9963
DNAJC14,191.26774,98.5493,9.58072,448.5627
DNAJC15,405.3351,139.0001,202.9996,404.9998
DNAJC16,233.71211,79.32133,62.000053,447.9454376
DNAJC17,139.5711571,60.04516,10.84549,119.7719
DNAJC18,235.12186,37.99997,27.254223,134.0823
DNAJC19,179.82519,92.21755,140.76429,479.46405
DNAJC2,262.85555,131.46756,199.6239513,839.73197
DNAJC21,500.1496,170.46705,342.22095,1255.3551
DNAJC22,23.03913,9.0784,1,9.22663
DNAJC24,54.4474,27.758,24.15379,72.07289
DNAJC25,71.451,30.3272,40.84453,134.8455
DNAJC27,52.00001,17.0000041,11,69.999999
DNAJC28,14.00077,2.999999,0,8
DNAJC3,887.0038901,175.9219,240.164,546.63861
DNAJC30,51.4144,40,9,174.527
DNAJC4,258.95465,55.93583,120.00001,221.00017
DNAJC5,831,446.9997,384,1861.004
DNAJC6,29.000008,35.00004,8,65
DNAJC7,1091.28144,325.03341,436.1885094,1213.857398
DNAJC8,614.00058,334.99954,279.00066,1055.00017
DNAJC9,272.949,161.734,247.701,717.261
DNAJC9-AS1,18.12831,5.765901,6.55435,29.60967
DNAL1,116.73115,26.99997,31.1379769,137.6447
DNAL4,125.0001,32,51,116.00002
DNALI1,1.999996,0,0,1
DNASE1,185.0847993,41.809595,44.492992,115.220897
DNASE1L1,448.85396,88.67901,169.86169,347.7158214
DNASE1L2,4.412588,7,1,9.000003
DNASE1L3,4.60587,0,2.16619,5.738333
DNASE2,584.00018,162.00041,215.99954,549.9995562
DNER,1371.9987,134.00025,32,28
DNHD1,148.9241799,23.01754858,19.99996004,94.999952
DNLZ,23.34354,18.9007,40.58132,112.2287
DNM1,28.00151,10,31.000015,98.0445
DNM1L,865.125211,365.0004112,497.000084,1528.31177
DNM1P46,7,1.000000242,2.20446,3.05925
DNM2,1510.01949,457.0529217,1296.32491,2243.161409
DNM3,16.00001,5.999997,7.00001,39.00003
DNMBP,495.46173,90,176.88348,410.99958
DNMT1,440.681359,413.0129668,395.9130681,1592.870975
DNMT3A,130.00006,47.756026,94.06415,185.99979
DNMT3B,28.9999654,16.0000125,11.0000323,37
DNPEP,486.000071,193.99995,148.9996982,671.999948
DNPH1,407.99973,249.99995,170.00042,509.00009
DNTTIP1,170.00043,89.00001,142,323.00046
DNTTIP2,472.7573,210.7151,65.79137,581.32662
DOC2A,23.12482,4.7915155,2,21.25572
DOC2B,2.15863,0,0,10.0082
DOCK1,943.901,269.9998,331.00019,1092.00048
DOCK10,23.999997,16.089882,4.999998,21.000032
DOCK11,226.0003,34.99995,13.000006,54.000053
DOCK2,2,0,0,0
DOCK3,18,3,1,13
DOCK4,140.00003,37.08834,14.000007,48.99997
DOCK5,1704.42427,224.00933,176.99957,703.08145
DOCK6,630.47426,109,349.00292,1090.00268
DOCK7,726.713256,161.0931498,289.6047122,858.9101355
DOCK8,112.13732,48.54205,15,95.01475
DOCK9,804.99972,225.0000558,209.001689,861.00088
DOHH,90.0001,62.9999,42.99995,244.0000406
DOK1,58.99998,18,4,28.99998423
DOK3,4,9.000005205,2,11
DOK4,220.9997948,36.00003,51.00001014,82.99997
DOK6,1.01706,0,3,0
DOK7,30,42.00005001,1,14.999976
DOLK,71,67,2,193
DOLPP1,110,67,132,236.0004
DONSON,149.04048,58.00007225,151.076681,208.05776
DOPEY1,253.62809,98.99522,54.6081,589.675701
DOPEY2,144.53011,51,97.05308,328.07762
DOT1L,450.41455,200.96958,162.30355,747.46063
DPAGT1,268.44127,171.0000859,114.5228502,495.4799156
DPCD,213.09601,36.02559,102.01699,198.43384
DPF1,7.000001,4.9999965,2,12.03696327
DPF2,541.91159,138.1629801,134.75334,387.20787
DPF3,3,0,0,0
DPH1,443.04763,146.8547439,101.33117,949.81017
DPH2,162.0002834,142.000396,36.000003,654.9996
DPH3,90.57331,54.3099,61.00005,174
DPH3P1,1.08941,0,0,0
DPH5,264.76412,100.21011,179.00007,625.19148
DPH6,49.02178,26.00691,6.000004158,61.00883
DPH7,130.00001,81.00003,37.00001,356.99998
DPM1,264.0002,144.00019,114,426.00049
DPM2,188.99994,101.99998,66.999972,370.00059
DPM3,230.00014,100,100,97.00004
DPP10,0,0,0,3
DPP3,504.47013,246.427511,282.1919201,828.2522129
DPP4,0,0,0,1
DPP6,44.00005007,1,2,3.999997
DPP7,1033.00021,371.00041,598.99993,1927.00438
DPP8,320.94603,100.99995,140.99987,389.0002502
DPP9,1039.51097,376.9209629,677.30619,1406.11821
DPPA4,25.86589,7.13975,40.7729,35.5265
DPY19L1,397.00018,120.99999,210.957279,438.60669
DPY19L2,10,4,7,40
DPY19L2P1,5,0,2,5
DPY19L2P2,13.3208,7,13,83.2828
DPY19L3,182.1804283,67.0000268,28.000017,234.150716
DPY19L4,444.70102,91.99996,269.09533,756.04587
DPY30,337.82617,148.000243,136.9999212,364.74198
DPYD,586.00019,223.99973,102.0001,295.88893
DPYSL2,1660.002933,313,484.99995,893.00042
DPYSL3,147.00002,91.00002,15.00005,8.9999962
DPYSL4,1,0,1,2.999999
DPYSL5,2,0,0,0
DQX1,38.999963,7,26.99999,133.99996
DR1,842.348,212.839,345.67,680.384
DRAM1,143.06317,73,51.79171,270.1783
DRAM2,639.0002712,135.9998953,262.0005231,469.25352
DRAP1,758.00023,313.00037,648.00082,935.00065
DRAXIN,2.02789,1.18799,1.08004,2.18888
DRC3,17.9999844,3,5.056546,27.02022
DRD2,6,1.00000005,1.000000046,0
DRD4,7,0,3,2
DRG1,464.45353,180.87091,105.507599,551.88349
DRG2,329.56387,179.9996158,128.00025,565.8386304
DRICH1,1,0,0,2
DROSHA,563.62873,198.99949,178.0001598,863.114663
DRP2,10,4.000001,12,3.999996
DSC1,0,0,0,1.000338215
DSC2,1069.173,124,344.198,1159.991
DSC3,1713.9996,467.0001,983.9995,4107.993
DSCAM,8,0,0,1
DSCC1,43,50,89,237
DSCR3,505.05283,187.99963,198.3457226,450.9935602
DSCR8,1,0,0,0
DSCR9,0,0,0,3
DSE,1557.36703,386.32616,428.00028,2111.96429
DSEL,114.709,49.5132,13.1861,77.5181
DSG2,4793.67362,861,2086.99594,3113.82
DSG3,2668.99,622,1462,8574.08
DSN1,100.99999,38.00003561,49.999956,171
DSP,17210.99705,2409.00373,11732.99451,21951.99
DST,6434.00803,1565.0004,4209.99903,17341.1025
DSTN,2933.366,1047.9998,1728.9965,3914.352
DSTYK,610.8229,152.6337,145.0544,513.963701
DTD1,646.16482,275,325,772.4589
DTD2,78.598,60.1854,14.36985,203.9095
DTL,198.0001485,204.9997,118.00004,445.9995
DTNA,6,0,48.99998003,16.99995056
DTNB,161.0000224,55.00003,106.9999008,283.00002
DTNBP1,60,27.99999,13.99999,146.00048
DTWD1,325.56607,82.99995,51.00003784,236.93615
DTWD2,59,26.99998,31.00003,93
DTX1,1,0,0,3
DTX2,262.00818,76.27375,258.21576,1562.4728
DTX3,35.99998,7,60.00004,259.99981
DTX3L,569.20347,153.22388,86.951,1040.44662
DTX4,435.0000914,133.00048,169.0004451,659.99961
DTYMK,264.00589,208.00026,101,305.00042
DUOX1,282.48238,89.9893,256.8913157,1207.73626
DUOX2,12.24352,2.01066,3.10835,14.263923
DUOXA1,9.196070022,4,4.999994237,49.29455013
DUS1L,423.00028,328.00015,413.00067,1511.99863
DUS2,174.40403,66.00002,36.99999,326.73629
DUS3L,269.0002185,177.99993,79.000004,613.00042
DUS4L,127.20189,41.76902,45.95639,254.12982
DUSP1,6039,1076,6481,769
DUSP10,187.0005002,22.999995,95.99997,210.99992
DUSP11,273.07879,101.97808,51.00932815,431.00391
DUSP12,216.73604,95.00001,39.00004,310.99979
DUSP14,215.99973,136.99994,93.99998,492.0005
DUSP15,0,0,0,0
DUSP16,331.00047,75,157.0003,489
DUSP18,68.09155,12.79057,19.99998,73.64853
DUSP19,14.167415,2,3.002056,11.1334
DUSP2,13,12,8,114
DUSP22,422.00029,107.0000262,137.00007,432.99984
DUSP23,892.0007,467,100.00001,407.9994
DUSP28,55.35174,14.79441,6.922337,52.53389
DUSP3,550.10636,145.99988,432.00165,1122.2939
DUSP4,1712.9976,350.99999,161.99966,637.00003
DUSP5,117,53,113,245.0003
DUSP6,1555.0528,386.3151,20.08374,711.3888
DUSP7,1323.0031,253.99964,580.0002,2040.003
DUSP8,6.9999973,3.99999799,8,43.99997008
DUSP9,28,2,133,64.00000059
DUT,648.44249,375.5365,195.47354,759.03859
DUX4,1,0,1,1.000316609
DUX4L9,0,1,0,1.64218
DVL1,1939.99868,497.00027,1007.99924,2418.0003
DVL2,542.0001273,134.0000199,232.9997588,769.99951
DVL3,801.3781732,256.9998303,622.0001,1756.19217
DXO,139.5979501,60,67.749973,190.687678
DYDC2,2.000001354,0,0,3
DYM,700.00048,167.999916,357.0001532,732.999375
DYNAP,7,1,0,4.55653
DYNC1H1,6366.009677,1621.003129,3960.99586,10050.9159
DYNC1I1,2,0,1,4
DYNC1I2,1225.68446,349.83138,540.80183,1458.13816
DYNC1LI1,309.03449,144.00037,96.000037,404.9997
DYNC1LI2,1040.00024,331.9996321,478.000458,1249.98412
DYNC2H1,350.00026,78.00003,183.999957,545.00033
DYNC2LI1,136.12979,56.999956,47.031463,185.10095
DYNLL1,1123.99956,643.99992,608.00021,1963.995657
DYNLL2,490,207,221,991
DYNLRB1,716.00003,243.99981,181.9997,691.99991
DYNLT1,452.40873,233.99952,248.81842,600.4946
DYNLT3,160.00267,42,55.00002,122.00026
DYRK1A,594.99976,168.0005,114,368.99978
DYRK1B,197.99963,37.99996,31.00001,138.99995
DYRK2,257.99946,76.61176,124.99995,386.86862
DYRK3,269.00009,77.00004,49,369.99979
DYRK4,149.99996,61.13207,63.651854,104.91932
DYSF,40.00002526,11.00003831,12.99998416,16
DYX1C1,8.93034,10.00001,5.02883,16.04903
DZANK1,23.00638,6,6.00727749,29.00233
DZIP1,227.4260109,115.4355975,19.691279,293.8995518
DZIP1L,46.000019,15.000003,30.000033,115.00001
DZIP3,147.00039,35.11603,46.02476,189.0447
E2F1,36,43,39,110
E2F2,14.999977,31.0177,19,183.00032
E2F3,150.99997,81,25.99996,431.9998
E2F4,357.0002247,320.00018,233.99974,1381.99557
E2F5,159.76654,38.46133477,100.14307,290.40067
E2F6,46.99998,43.99994,16.00002,216.0845025
E2F7,210.00028,75,215,258
E2F8,18,13.000003,15.011063,72
E4F1,234.99982,85.00001,93.99998,461.00023
EAF1,344.417171,84.09804,133.410626,344.481666
EAF2,7,3,1,25.00001
EAPP,206.99964,111.99981,35,273.99972
EARS2,318.99968,191.000481,83,752.02231
EBAG9,210.99946,74.99999,75.99999,417.0000004
EBF1,19.99998808,5,1,1
EBF3,0,0,8.255253,220.66
EBF4,3,0,1,0
EBI3,3,5,0,3
EBLN2,13,2,7,12
EBNA1BP2,495.9868628,407.92435,182.6913604,1373.01309
EBP,2189.99623,441.0002,519.00003,556.00015
EBPL,565.006,193.06911,353.9995,833.4398
ECD,219.02138,93.00001,134.0001,674.00464
ECE1,1287.63,288,503.49422,1478.64911
ECE2,68.7772,80.8274,68.6601,258.878
ECH1,1509.99783,415.930595,930.00039,2302.99938
ECHDC1,506.99961,276.0002125,190.0000535,926.9993864
ECHDC2,411.88242,172.00006,45.68303449,368.24091
ECHDC3,304.99972,110.99961,3,14.99999
ECHS1,950,440,718,1946
ECI1,455.99938,266.99942,394.00021,1631.99593
ECI2,881.40534,191.43102,260.99963,484.78591
ECM1,155.000298,17.99997,164,89.00003282
ECM2,21,0,6,105.00004
ECSIT,385.9996503,150.99949,332.000534,898.00383
ECT2,786.0450712,262.0005012,345.00038,969.9990985
ECT2L,1,3.00000409,3.0000039,1.00041138
EDA,94.05400061,14.00004,11,12
EDA2R,213.0002,56.000032,74.99997,171
EDARADD,43.4858,32.01502,0,0
EDC3,253.38547,105.84051,60.00001,308.76481
EDC4,655.509995,224.64377,313.2365229,1083.605288
EDEM1,1225.83514,289.41347,248.2252,1224.00141
EDEM2,237,87,89,330
EDEM3,518.99995,181.00031,100.999986,831.99998
EDF1,1303.9996,562.9995,780.9994,1884.0002
EDIL3,1,0,0,2
EDN1,100,16,23,78
EDN2,172.00021,1,3326.9984,2
EDNRA,0,0,4,12.99999125
EDRF1,226.16816,87,81.660625,390.79863
EEA1,482.99989,65,161.9995,600.0003
EED,135,58.99993377,26.99998,203.0004807
EEF1A1,156236.5075,43061.24512,117212.8204,247384.2657
EEF1A1P5,238.671,68.3677,186.546,435.266
EEF1A2,41,7,124,305
EEF1AKMT1,83.99999,41.00002,6,96.99997
EEF1B2,4281.65489,1835.97646,2257.998638,5350.216729
EEF1D,6775.282727,2054.960184,4799.18892,8728.55022
EEF1DP3,2.00026,0,0,1.00016
EEF1E1,149.68144,95.27379,71.4554,281.30794
EEF1G,17746.9786,5256.5312,11308.5865,24040.38562
EEF2,49122.954,13150.95021,44733.0217,125968.3325
EEF2K,539.61773,157.46659,71.12964,832.36041
EEF2KMT,41.86315,55.2059366,30.169169,271.7469081
EEFSEC,206.86133,69.7625,87.99999,472.96199
EEPD1,0,0,15,56.00002
EFCAB1,7.00001,1,4,15.999995
EFCAB10,6.65617,1.17592,1.42625,6.83015265
EFCAB11,60.66436,27.48615,32.41044,111.60503
EFCAB12,15.0223,0,4,6.999998
